1 1193 1 978300760
1 661 0 978302109
1 914 0 978301968
1 3408 1 978300275
1 2355 1 978824291
1 1197 0 978302268
1 1287 1 978302039
1 2804 1 978300719
1 594 1 978302268
1 919 1 978301368
1 595 1 978824268
1 938 1 978301752
1 2398 1 978302281
1 2918 1 978302124
1 1035 1 978301753
1 2791 1 978302188
1 2687 0 978824268
1 2018 1 978301777
1 3105 1 978301713
1 2797 1 978302039
1 2321 0 978302205
1 720 0 978300760
1 1270 1 978300055
1 527 1 978824195
1 2340 0 978300103
1 48 1 978824351
1 1097 1 978301953
1 1721 1 978300055
1 1545 1 978824139
1 745 0 978824268
1 2294 1 978824291
1 3186 1 978300019
1 1566 1 978824330
1 588 1 978824268
1 1907 1 978824330
1 783 1 978824291
1 1836 1 978300172
1 1022 1 978300055
1 2762 1 978302091
1 150 1 978301777
1 1 1 978824268
1 1961 1 978301590
1 1962 1 978301753
1 2692 1 978301570
1 260 1 978300760
1 1028 1 978301777
1 1029 1 978302205
1 1207 1 978300719
1 2028 1 978301619
1 531 1 978302149
1 3114 1 978302174
1 608 1 978301398
1 1246 1 978302091
2 1357 1 978298709
2 3068 1 978299000
2 1537 1 978299620
2 647 0 978299351
2 2194 1 978299297
2 648 1 978299913
2 2268 1 978299297
2 2628 0 978300051
2 1103 0 978298905
2 2916 0 978299809
2 3468 1 978298542
2 1210 1 978298151
2 1792 0 978299941
2 1687 0 978300174
2 1213 0 978298458
2 3578 1 978298958
2 2881 0 978300002
2 3030 1 978298434
2 1217 0 978298151
2 3105 1 978298673
2 434 0 978300174
2 2126 0 978300123
2 3107 0 978300002
2 3108 0 978299712
2 3035 1 978298625
2 1253 0 978299120
2 1610 1 978299809
2 292 0 978300123
2 2236 1 978299220
2 3071 1 978299120
2 902 0 978298905
2 368 1 978300002
2 1259 1 978298841
2 3147 1 978298652
2 1544 1 978300174
2 1293 1 978298261
2 1188 1 978299620
2 3255 1 978299321
2 3256 0 978299839
2 3257 0 978300073
2 110 1 978298625
2 2278 0 978299889
2 2490 0 978299966
2 1834 1 978298813
2 3471 1 978298814
2 589 1 978299773
2 1690 0 978300051
2 3654 0 978298814
2 2852 0 978298958
2 1945 1 978298458
2 982 1 978299269
2 1873 1 978298542
2 2858 1 978298434
2 1225 1 978298391
2 2028 1 978299773
2 515 1 978298542
2 442 0 978300025
2 2312 0 978299046
2 265 1 978299026
2 1408 0 978299839
2 1084 0 978298813
2 3699 0 978299173
2 480 1 978299809
2 1442 1 978299297
2 2067 1 978298625
2 1265 0 978299712
2 1370 1 978299889
2 1193 1 978298413
2 1801 0 978300002
2 1372 0 978299941
2 2353 1 978299861
2 3334 1 978298958
2 2427 0 978299913
2 590 1 978299083
2 1196 1 978298730
2 1552 0 978299941
2 736 1 978300100
2 1198 1 978298124
2 593 1 978298517
2 2359 0 978299666
2 95 0 978300143
2 2717 0 978298196
2 2571 1 978299773
2 1917 0 978300174
2 2396 1 978299641
2 3735 0 978298814
2 1953 1 978298775
2 1597 0 978300025
2 3809 0 978299712
2 1954 1 978298841
2 1955 1 978299200
2 235 0 978299351
2 1124 1 978299418
2 1957 1 978298750
2 163 1 978299809
2 21 0 978299839
2 165 0 978300002
2 2321 0 978299666
2 1090 0 978298580
2 380 1 978299809
2 2501 1 978298600
2 349 1 978299839
2 457 1 978299773
2 1096 1 978299386
2 920 1 978298775
2 459 0 978300002
2 1527 1 978299839
2 3418 1 978299809
2 1385 0 978299966
2 3451 1 978298924
2 3095 1 978298517
2 780 0 978299966
2 498 0 978299418
2 2728 0 978298881
2 2002 1 978300100
2 1962 1 978298813
2 1784 1 978298841
2 2943 1 978298372
2 2006 0 978299861
2 318 1 978298413
2 1207 1 978298478
2 1968 0 978298881
2 3678 0 978299250
2 1244 0 978299143
2 356 1 978299686
2 1245 0 978299200
2 1246 1 978299418
2 3893 0 978299535
2 1247 1 978298652
3 3421 1 978298147
3 1641 0 978298430
3 648 0 978297867
3 1394 1 978298147
3 3534 0 978297068
3 104 1 978298486
3 2735 1 978297867
3 1210 1 978297600
3 1431 0 978297095
3 3868 0 978298486
3 1079 1 978298296
3 2997 0 978298147
3 1615 1 978297710
3 1291 1 978297600
3 1259 1 978298296
3 653 1 978297757
3 2167 1 978297600
3 1580 0 978297663
3 3619 0 978298201
3 260 1 978297512
3 2858 1 978297039
3 3114 0 978298103
3 1049 1 978297805
3 1261 0 978297663
3 552 1 978297837
3 480 1 978297690
3 1265 0 978298316
3 1266 1 978297396
3 733 1 978297757
3 1196 1 978297539
3 590 1 978297439
3 2355 1 978298430
3 1197 1 978297570
3 1198 1 978297570
3 1378 1 978297419
3 593 0 978297018
3 1379 1 978297419
3 3552 1 978298459
3 1304 1 978298166
3 1270 0 978298231
3 2470 1 978297777
3 3168 1 978297570
3 2617 0 978297837
3 1961 1 978297095
3 3671 1 978297419
3 2006 1 978297757
3 2871 1 978297539
3 2115 1 978297777
3 1968 1 978297068
3 1136 1 978298079
3 2081 1 978298504
4 3468 1 978294008
4 1210 0 978293924
4 2951 1 978294282
4 1214 1 978294260
4 1036 1 978294282
4 260 1 978294199
4 2028 1 978294230
4 480 1 978294008
4 1196 0 978294199
4 1198 1 978294199
4 1954 1 978294282
4 1097 1 978293964
4 3418 1 978294260
4 3702 1 978294260
4 2366 1 978294230
4 1387 1 978294199
4 3527 0 978294008
4 1201 1 978294230
4 2692 1 978294230
4 2947 1 978294230
4 1240 1 978294260
5 2987 1 978243170
5 2333 1 978242607
5 1175 1 978244759
5 39 0 978245037
5 288 0 978246585
5 2337 1 978243121
5 1535 1 978245513
5 1392 1 978245645
5 2268 0 978246033
5 1466 0 978245695
5 860 0 978244493
5 1683 0 978246108
5 866 1 978245334
5 1684 0 978244540
5 2916 0 978245645
5 2770 1 978241981
5 215 0 978245422
5 1759 1 978245513
5 501 0 978244001
5 3578 0 978243803
5 506 1 978245999
5 1250 1 978241112
5 3793 0 978243170
5 509 1 978245829
5 41 1 978244692
5 1610 1 978245645
5 2058 0 978245740
5 3799 0 978243937
5 2997 1 978241556
5 47 0 978245334
5 2700 1 978243085
5 296 1 978244177
5 581 0 978244808
5 1617 0 978244025
5 728 1 978244759
5 299 0 978242934
5 3079 0 978246162
5 2560 1 978242977
5 1909 0 978246479
5 150 0 978245763
5 224 0 978245829
5 3728 0 978244568
5 229 0 978246528
5 6 0 978245916
5 3006 0 978245422
5 2858 1 978241390
5 1046 1 978244114
5 515 1 978245891
5 800 0 978244540
5 50 1 978244205
5 52 0 978246479
5 1191 0 978246426
5 1192 1 978244493
5 733 0 978245763
5 3081 0 978243054
5 377 1 978245999
5 2353 0 978245790
5 1268 0 978245948
5 3083 1 978244114
5 2427 1 978246450
5 3513 0 978243896
5 2428 0 978242541
5 2355 1 978241981
5 2282 0 978244667
5 3514 0 978243869
5 1554 0 978244540
5 1912 0 978244624
5 593 1 978244177
5 2359 0 978245568
5 2716 0 978242607
5 1485 0 978246576
5 2717 0 978241072
5 2571 1 978244493
5 2289 1 978244568
5 162 1 978244624
5 1127 0 978241390
5 3016 1 978242016
5 2070 0 978243121
5 1704 0 978244517
5 3163 1 978244852
5 2437 0 978244759
5 2291 1 978244808
5 1635 1 978245314
5 1279 0 978245314
5 2721 0 978243121
5 2723 1 978242788
5 1921 1 978246162
5 2725 0 978246162
5 1923 0 978245314
5 2580 1 978242607
5 3386 0 978245948
5 3744 0 978243896
5 968 0 978242847
5 896 1 978244493
5 3020 0 978245916
5 1788 0 978244603
5 318 0 978244177
5 176 1 978244568
5 461 0 978244893
5 608 1 978244177
5 1429 0 978245829
5 2159 0 978244808
5 1715 1 978245891
5 1643 0 978245916
5 3249 0 978245916
5 3176 0 978243085
5 1719 0 978244205
5 2806 0 978243085
5 2734 0 978242788
5 1649 1 978244667
5 321 0 978245863
5 2013 0 978242934
5 3100 0 978245645
5 2952 0 978245790
5 1213 1 978244177
5 1794 0 978245966
5 2599 1 978242323
5 1500 0 978245314
5 3105 0 978246576
5 2959 1 978242541
5 1509 0 978244962
5 1721 0 978245763
5 1722 0 978246108
5 1650 0 978245314
5 908 1 978241072
5 1580 1 978245999
5 1653 0 978245891
5 2384 0 978245708
5 1729 1 978245763
5 3476 0 978245916
5 2890 1 978245445
5 3113 0 978242323
5 2028 0 978244053
5 16 0 978245645
