Total times: 1142537
Item	Time empty	Estimated value	Time
77960617	329294	0.9999922960414551	1054
75066331	47925	0.9999648329076081	1054
31102171	241391	0.9997541903823802	1054
93868746	1034428	0.9941213450454288	1054
68344627	438339	0.9843710958878469	1054
11130036	896123	0.9779559314174422	1054
78278329	769461	0.9753506189931715	1054
861187	403515	0.9678531431607075	1054
79775986	198253	0.9626852210172558	1054
83063136	251325	0.9612504877372826	1054
71152082	179627	0.9596733655785156	1054
69992142	21969	0.9570288637769409	1054
81888572	52295	0.9551810054340545	1054
70045109	988274	0.9517380032959262	1054
69035594	769188	0.9482736690120184	1054
64422296	36037	0.948126977794125	1054
89414147	226463	0.9387922329533573	1054
91108501	793220	0.9323403119456356	1054
45730161	814979	0.9307754652414154	1054
72581182	116670	0.9237072226962082	1054
68221676	232818	0.9131564806671224	1054
86483013	364661	0.9102735495674111	1054
9331740	353247	0.908526953808891	1054
2609199	333714	0.9065152481991468	1054
75710556	1068565	0.9063893187758939	1054
8750746	86106	0.9013760281563433	1054
4313595	345065	0.9009036162024799	1054
16878842	896069	0.8974448007567816	1054
85205712	41455	0.8896104081577063	1054
67619943	285869	0.8879458867841871	1054
16169324	123166	0.8877661585145489	1054
71876015	266381	0.8849498112161385	1054
73814281	1097249	0.884545158510349	1041
33357171	84894	0.8833028122035746	1054
17964785	360367	0.8830939974918818	1054
67751351	794671	0.8792597228754779	1054
67181610	843773	0.8789159078228383	1054
76503289	339004	0.8762229403150176	1054
9100736	804853	0.8761639930867785	1054
72527358	897557	0.8756113491879163	1054
71560165	559934	0.875492238529784	1054
9883417	684801	0.8745112339853078	1054
70823508	964625	0.8732153039803551	1054
65850520	240293	0.8708408239763198	1054
88365603	476857	0.8632946045841059	1054
71578197	126403	0.8627013930368104	1054
17489120	745044	0.8619941609167525	1054
5698694	1003469	0.8598738463743254	1054
14827425	941155	0.8540664921871335	1054
16995428	577999	0.8518729241421585	1054
23724351	1081661	0.8440177855678892	1051
51245031	147014	0.8434904566344033	1054
71430746	229474	0.8374029571551116	1054
80877874	341120	0.8373757627629832	1054
4517211	139344	0.8304922101049357	1054
23172981	167835	0.829536445446601	1054
64104781	318481	0.8276156878475428	1054
83294786	869044	0.8250925545628435	1054
65292429	385215	0.8243451192993365	1054
4954825	7731	0.8165638845733694	1054
85017611	134208	0.8107756636851766	1054
73638064	225283	0.8106429620020265	1054
77329649	980484	0.8093567046027033	1054
11051209	665460	0.8089053284576462	1054
68825735	398525	0.805433299045291	1054
84768993	665799	0.8049892086496377	1054
8570739	273858	0.8046951420441473	1054
87226779	474735	0.8037447198494336	1054
91217118	481207	0.7981150765001388	1054
62176636	15483	0.7979736328817353	1054
78580184	616413	0.7867441177368857	1054
87623241	56646	0.7819311023430959	1054
70586395	454304	0.7817403078261124	1054
91011063	846952	0.7816096069585188	1054
64200398	57769	0.7812824252178567	1054
75265469	670847	0.7812622992436116	1054
1805436	589796	0.7805027964641356	1054
84707419	859172	0.7734794636504213	1054
91940648	23076	0.7692937371324607	1054
8478319	218743	0.7677119076298187	1054
4250024	37107	0.7672280579352277	1054
13259634	46785	0.766804268257832	1054
63264439	882137	0.7667603918495232	1054
74411753	59873	0.7662855573609022	1054
57598911	460776	0.7662379209218315	1054
77023726	777777	0.7603783724562174	1054
11433264	888669	0.7600097995087367	1054
70679517	443178	0.7597657966132447	1054
55007601	176464	0.7580877116508691	1054
75286204	608412	0.7579689129426408	1054
13385260	711022	0.7578430269022718	1054
4119245	302176	0.7543258707253285	1054
63730180	252412	0.7534656843746677	1054
11979974	80609	0.7517128291154911	1054
62297140	921765	0.7514842154933508	1054
71972153	1129175	0.7512322071789304	841
9214703	868982	0.7512096341475891	1054
37563911	984085	0.7511027157311845	1054
9757537	237073	0.7507325419589156	1054
66302827	929391	0.7505222561894769	1054
8966603	761123	0.7505037351534767	1054
84538015	1035777	0.7505016326981604	1054
94914090	728768	0.7503815268610339	1054
2840362	331534	0.7502942095743601	1054
72935484	116718	0.7502652036201456	1054
16950738	1045263	0.7500001266618028	1054
78405037	680161	0.7487409140635506	1054
14012408	91535	0.7481719590773122	1054
43865151	306472	0.7470080446679521	1054
33291631	502523	0.7420740328375649	1054
16744376	430415	0.7402978481832692	1054
2995148	238140	0.7354077204219327	1054
94636848	234954	0.7223121869180185	1054
73388496	125309	0.7211915053778917	1054
10127578	2237	0.7208608469116928	1054
77052505	99178	0.7201518223899019	1054
1125208	1084346	0.7199103856128488	1051
69562013	310894	0.7186607969725654	1054
25671361	270661	0.7165713751357746	1054
77522417	862079	0.7160629274865113	1054
70555369	410332	0.7133189612427226	1054
93970958	200455	0.7131267457492922	1054
66985565	409256	0.7110386744809669	1054
75943787	709467	0.7103948561152718	1054
4729155	340611	0.7073105642727878	1054
62329923	703887	0.707218243140936	1054
85089986	708864	0.7059788353178856	1054
64706999	343975	0.7035043688507958	1054
71539796	906435	0.7032432556590039	1054
65431390	60995	0.70071615228598	1054
12220450	712989	0.6955664758726385	1054
76310214	959553	0.6936266210617941	1054
75677523	754990	0.6914086346714688	1054
89106253	24141	0.6884890591028887	1054
15447602	661366	0.688125826930162	1054
11521425	1125533	0.6879901960492135	913
81863242	435647	0.6839079903457419	1054
89160781	210126	0.6805730674196563	1054
4678105	785066	0.6787000092881592	1054
77014514	189538	0.6762055536401241	1054
20912871	778202	0.6744872046921705	1054
71764550	927500	0.6735453872534549	1054
76068551	270550	0.6730182365481624	1054
61776943	498236	0.672913089461425	1054
8247183	826236	0.6682906487344433	1054
13148373	455383	0.6614889666106911	1054
70563713	26274	0.6598229643751531	1054
1955175	1119904	0.6563345251517277	965
69818709	457528	0.6489639470819386	1054
4701067	576770	0.6464939223196788	1054
89623327	575707	0.6450209863403502	1054
15792789	230698	0.6430176441364367	1054
17528473	620778	0.6426515810138983	1054
11643845	936697	0.6417677463053988	1054
36012181	971517	0.640884400403603	1054
73205697	699661	0.6407013677531954	1054
23372091	281377	0.6369162842695525	1054
6132153	124690	0.63498208606984	1054
16960561	723987	0.6333250143150737	1054
74326190	735567	0.6330291386776759	1054
70977719	623998	0.6330038439556797	1054
75851194	830571	0.632888794230132	1054
42415611	1013411	0.6328471410198884	1054
10188258	408184	0.6316775859679646	1054
78543531	255630	0.630539000034367	1054
3921282	748335	0.6291504578121293	1054
98400694	458582	0.6279696944437216	1054
49553651	906265	0.6277830790512093	1054
