1,1,0.5884755603564678
1,2,0.5878679449095328
1,3,0.5953281123413449
1,4,0.5900283553875236
1,5,0.5910410477990818
1,6,0.5945179584120983
1,7,0.5930326762084797
1,8,0.5972522279233055
1,9,0.6018093437753174
1,10,0.6038684850121523
2,1,0.5865176883607885
2,2,0.5920537402106401
2,3,0.5905347015933027
2,4,0.5892182014582771
2,5,0.5918174453146098
2,6,0.5932352146907912
2,7,0.5949230353767215
2,8,0.5948217661355658
2,9,0.5965095868214961
2,10,0.5979273561976776
3,1,0.5859100729138537
3,2,0.5805428031325952
3,3,0.587597893599784
3,4,0.5887793680799351
3,5,0.5911423170402377
3,6,0.5903321631109911
3,7,0.5895557655954632
3,8,0.5934039967593843
3,9,0.5982311639211451
3,10,0.5976910613016473
4,1,0.5803740210640022
4,2,0.5848636240885768
4,3,0.5852349446394814
4,4,0.5860113421550095
4,5,0.586990278152849
4,6,0.5931339454496354
4,7,0.591884958142047
4,8,0.5937078044828518
4,9,0.593775317310289
4,10,0.5916149068322981
5,1,0.5813192006481231
5,2,0.5775722387253578
5,3,0.5813529570618418
5,4,0.586652714015663
5,5,0.584256008641642
5,6,0.5861126113961652
5,7,0.5880704833918444
5,8,0.5913786119362678
5,9,0.5899608425600864
5,10,0.5922562786929516
6,1,0.5803065082365649
6,2,0.5751755333513368
6,3,0.5828044828517418
6,4,0.5895220091817446
6,5,0.5840197137456117
6,6,0.5814542263029976
6,7,0.5851336753983257
6,8,0.5906359708344585
6,9,0.5905684580070213
6,10,0.5908385093167702
7,1,0.576188225762895
7,2,0.5785511747231974
7,3,0.5841209829867675
7,4,0.5818930596813394
7,5,0.5822643802322441
7,6,0.5800702133405347
7,7,0.5871253038077234
7,8,0.585201188225763
7,9,0.5837159060221442
7,10,0.5900283553875236
8,1,0.5770321361058601
8,2,0.576694571968674
8,3,0.5736564947339995
8,4,0.5812179314069673
8,5,0.5812179314069673
8,6,0.5825006751282744
8,7,0.5856400216041048
8,8,0.5852349446394814
8,9,0.5834120982986768
8,10,0.5887456116662165
9,1,0.5736227383202809
9,2,0.5724750202538482
9,3,0.5744328922495274
9,4,0.580644072373751
9,5,0.5838171752633
9,6,0.581926816095058
9,7,0.583310829057521
9,8,0.5831082905752093
9,9,0.583310829057521
9,10,0.5875641371860654
10,1,0.5726100459087227
10,2,0.5758169052119902
10,3,0.5749392384553065
10,4,0.575411828247367
10,5,0.5798339184445045
10,6,0.582871995679179
10,7,0.5821293545773697
10,8,0.5850661625708885
10,9,0.5878004320820956
10,10,0.5873615987037537
