1,1,0.6103834728598434
1,2,0.6039359978395895
1,3,0.6080205238995409
1,4,0.6069403186605455
1,5,0.6100121523089387
1,6,0.6036997029435592
1,7,0.6109573318930597
1,8,0.609809613826627
1,9,0.6079530110721038
1,10,0.60707534431542
2,1,0.6061976775587362
2,2,0.6037334593572778
2,3,0.6084256008641642
2,4,0.60707534431542
2,5,0.607581690521199
2,6,0.6098771266540642
2,7,0.6077842290035107
2,8,0.6117337294085876
2,9,0.6072778827977315
2,10,0.611531190926276
3,1,0.6054887928706454
3,2,0.6072441263840129
3,3,0.6086956521739131
3,4,0.6010329462597893
3,5,0.6060288954901432
3,6,0.6093707804482852
3,7,0.6081555495544153
3,8,0.6089994598973805
3,9,0.6134215500945179
3,10,0.6056238185255198
4,1,0.6076492033486363
4,2,0.6094045368620038
4,3,0.6050837159060222
4,4,0.6077842290035107
4,5,0.6064339724547664
4,6,0.6086281393464759
4,7,0.6097421009991898
4,8,0.6032608695652174
4,9,0.6054212800432082
4,10,0.6048136645962733
5,1,0.6052187415608966
5,2,0.6064002160410478
5,3,0.6040035106670267
5,4,0.6073791520388874
5,5,0.6057250877666757
5,6,0.6122400756143668
5,7,0.6067377801782339
5,8,0.6077842290035107
5,9,0.6073116392114501
5,10,0.6110586011342155
6,1,0.6015392924655685
6,2,0.6076492033486363
6,3,0.6023832028085336
6,4,0.6038347285984337
6,5,0.6043748312179315
6,6,0.6035984337024034
6,7,0.6092357547934107
6,8,0.6055900621118012
6,9,0.6027545233594382
6,10,0.6106872805833108
7,1,0.6020793950850661
7,2,0.6017080745341615
7,3,0.6042060491493384
7,4,0.6023156899810964
7,5,0.6093707804482852
7,6,0.6003240615716986
7,7,0.6029233054280313
7,8,0.6017755873615988
7,9,0.6082568187955711
7,10,0.6055900621118012
8,1,0.6077842290035107
8,2,0.6072103699702943
8,3,0.603632190116122
8,4,0.602180664326222
8,5,0.6061976775587362
8,6,0.606636510937078
8,7,0.6041385363219012
8,8,0.5996826897110451
8,9,0.6041722927356198
8,10,0.6055900621118012
9,1,0.6052524979746152
9,2,0.6017755873615988
9,3,0.6077504725897921
9,4,0.6069065622468269
9,5,0.6101809343775317
9,6,0.6083918444504456
9,7,0.6091682419659735
9,8,0.6048136645962733
9,9,0.6121725627869296
9,10,0.6058938698352687
10,1,0.6043073183904942
10,2,0.6077504725897921
10,3,0.6071428571428571
10,4,0.6027207669457196
10,5,0.6052187415608966
10,6,0.6025519848771267
10,7,0.6059276262489873
10,8,0.6051174723197408
10,9,0.6073116392114501
10,10,0.6055900621118012
