Total times: 1141483
Item	Time empty	Estimated value	Time
65007713	850063	0.9965525260414273	1054
60838240	1053963	0.9964907185222571	1054
70870518	1060647	0.9912261963309277	1053
47057261	995775	0.987506957725782	1054
1400070	1054890	0.984691151506127	1054
2287585	825249	0.9823240564348801	1054
8431767	1043532	0.9766920212339586	1054
72269660	1134333	0.9687503555950937	1019
4313595	854865	0.9720664127173115	1054
22549011	1007872	0.9707510559274414	1054
69180862	894039	0.9676495249974317	1054
70555369	734394	0.9635005904166731	1054
67429227	868583	0.9618876134120597	1054
16053451	381504	0.9608950296896299	1054
89160781	0	0.9601105497806413	1054
13148373	887953	0.9567081426413325	1054
81888572	901706	0.9548042296136257	1054
17410069	1026452	0.9534814771720432	1054
70292437	906183	0.9424197353223734	1054
55629131	1065962	0.9394890983425179	1054
33291631	0	0.9350908214539165	1054
10737055	0	0.930460330608426	1054
78867449	974877	0.9266380757909864	1054
2405183	670947	0.9236048900607774	1054
16878842	744281	0.9231290651800206	1054
91108501	802137	0.9116797803735244	1054
66703496	1134240	0.9062501285227882	1013
78160898	1124190	0.9067397123072908	1040
50929511	1125719	0.9062521536862237	1039
64550046	1116885	0.906387820934498	1046
78278329	926714	0.9040608348160271	1054
4729155	846421	0.902915622127495	1054
10752377	950987	0.9028633861399845	1054
83141690	931326	0.8950322636992714	1054
72759996	973744	0.8910733164714226	1054
83888799	1069789	0.8909009700651334	1054
5563439	1127874	0.8789097777291106	1041
17217573	1039869	0.8794708622230465	1054
8419426	1058887	0.8789062503201441	1054
2840362	1132563	0.8750262288451942	1020
74035232	1140272	0.8751221327111695	1026
69497946	1043740	0.8781787308986413	1054
12547602	1100109	0.8761374172864898	1051
68344627	355851	0.873518786798165	1054
90282069	536379	0.871016340180971	1054
86483013	577592	0.8699918758514085	1054
9971564	969489	0.8696430978162885	1054
77522417	451322	0.8660049335129869	1054
16169324	790546	0.8631155581007539	1054
4343780	1119889	0.8594142210517687	1042
9883417	947584	0.8599040428385851	1054
72277601	1063441	0.857444366630591	1054
11565079	920282	0.8558275709130081	1054
62188697	874061	0.8490308846239586	1054
20912871	914293	0.8451617506914612	1054
70292834	1033139	0.8445512096582781	1054
17489120	859534	0.8430110666990105	1054
65391788	856983	0.8382730904842467	1054
60797755	606712	0.8368088467080026	1054
74326190	0	0.8340153193734073	1054
74710553	1048105	0.829349529831249	1054
6132153	656529	0.8259887094988728	1054
70679517	1132489	0.8203292496832835	1030
16999015	1119945	0.8203544617190357	1046
82550184	1087768	0.8177795766399361	1054
66107883	1139983	0.8126379286700286	1033
80933110	979669	0.814759902744024	1054
12734529	1096044	0.8139649406080336	1054
5999869	1052410	0.8136689552575833	1054
67552090	1085889	0.8115321140732694	1053
51245031	359403	0.8103860457758678	1054
65850390	997902	0.803867408104318	1054
72581182	960130	0.8004341942706271	1054
67653031	807263	0.7991120434781495	1054
63920967	1119443	0.7927247381306097	1045
73853929	1061891	0.7847919473715612	1054
54445651	1015464	0.7842417923685912	1054
17460500	751193	0.7838058305615814	1054
1955175	1035437	0.7832527311111968	1054
62048229	1076367	0.7817132111670868	1054
85017611	613833	0.7799968659774072	1054
31102171	681476	0.775309435993961	1054
77329649	1121056	0.7734793732600806	1047
78695208	742043	0.7713859738581457	1054
20370431	1109492	0.7657473106240005	1049
55007601	966650	0.7662149745775673	1054
13421009	1087466	0.7658709920944539	1052
66293468	859311	0.7647002700383353	1054
89184603	958244	0.7605458825524921	1054
86262325	953552	0.7600763619523461	1054
62176636	1063151	0.7584857941837992	1054
89056103	1072620	0.7569580479007838	1054
91415418	1100823	0.7548867464074789	1051
13014284	1140171	0.7500615119970462	1020
18172952	1127454	0.7519569399305523	1038
80947484	1133929	0.7505669132806965	1033
63776202	1113109	0.7524759778901853	1052
21926321	1139114	0.7505807951705528	1035
66302827	1139784	0.7506202473620971	1036
68965877	0	0.7522602088312216	1051
75851194	1120328	0.751464844694604	1044
90543131	1103879	0.7521977007900489	1053
87722879	1126721	0.7512519362535395	1045
75066331	484548	0.7499913796181489	1054
81863242	1098671	0.7490246356837318	1051
5222185	976521	0.7475732307872703	1054
4189327	418019	0.7445964809652605	1054
76729905	818447	0.739316798776264	1054
84768993	897406	0.7319548850952724	1054
43957041	853918	0.7270919389715689	1054
93970958	422566	0.7262245712110685	1054
10287363	1117003	0.7236386394365867	1048
82138970	0	0.7233135867908481	1054
11331629	962665	0.7231865713894257	1054
87226779	975875	0.7220004989310973	1054
2926402	1064789	0.7194557191403994	1053
63883063	1137549	0.7031326751530296	1022
77273513	1083034	0.7032509633219175	1054
83204020	1105193	0.6992187500184459	1047
2323940	0	0.6977065839705393	1054
1243656	1042226	0.6972846990102042	1053
5316158	1090570	0.6953125002364691	1052
69990343	990541	0.6925401746749038	1054
75463284	1131697	0.6875000199232243	1016
87904287	986767	0.6895306725444086	1054
6081186	1060412	0.688530921965171	1054
43865151	893347	0.687207344845354	1054
4967715	829098	0.6842871133867751	1054
70045109	793069	0.684211046430135	1054
99677218	878499	0.6794348212061518	1054
8192953	967133	0.6744088954302364	1054
8570739	1030529	0.6722118377554349	1054
64104781	694072	0.6671955745380823	1054
13123158	0	0.6622934940396663	1054
74411753	1072491	0.6601944171717419	1054
69733434	1057892	0.6594260340268651	1054
91011063	749966	0.6592487560741	1054
73994908	1120236	0.6582083854614211	1047
83628768	1063599	0.6582660675958363	1054
64962419	1080475	0.6529542203263574	1054
23372091	778554	0.6529021983742719	1054
90984519	1106257	0.6504029974488127	1053
67346349	1052830	0.6504366034717093	1054
861187	0	0.6483835083757676	1054
88991703	772277	0.6470586967087744	1054
23527011	1048473	0.6465149085275499	1054
81246014	679075	0.6457361126579171	1054
11689986	1100422	0.6445412870380949	1051
52147611	909454	0.6417886280141829	1054
5375255	1031547	0.6416077701288145	1054
74709640	1096089	0.6412358302623054	1053
65443904	1114918	0.6407324448277113	1051
73854012	706368	0.6360804586282078	1054
68788868	787401	0.6343640610367112	1054
63730180	968186	0.6330319686182336	1054
77649073	1131993	0.6289072148501953	1029
9943235	961941	0.6299467917092518	1054
29946871	1137261	0.6250000000000036	1011
89071893	982391	0.6297591671305085	1054
61776943	985020	0.6294548823827071	1054
65018773	1139231	0.6250025094606003	1015
84063179	1139593	0.6250318797908831	1018
70586395	1128834	0.6269555689826253	1035
82027610	1134957	0.6251373291743225	1022
10258708	1133343	0.6252647057482505	1026
87813009	1135381	0.6251838292409966	1027
14827425	1069472	0.627647411196453	1054
12220450	1099116	0.6269684221269927	1051
64200398	1122503	0.6250308752101645	1034
7925568	1059936	0.6272373274194122	1054
78543531	1089344	0.627137906966827	1054
78780122	0	0.6269969443692961	1053
16201983	1074627	0.6269850847039407	1054
79962226	1125833	0.6256132391868907	1044
5832569	1132599	0.6256908187665737	1049
61220152	1140233	0.6254963893739107	1051
72935484	972221	0.6240816489176262	1054
8647650	0	0.6221180754189679	1054
3164755	1106412	0.6172206710798811	1049
79938348	987977	0.6152826622433718	1054
73203277	1019053	0.6104496720947745	1054
78758277	912115	0.6101406590185091	1054
69562013	1025361	0.6097200804153723	1054
93868746	1092603	0.6094873831821919	1054
3338125	869637	0.6063696172316794	1054
13550230	754546	0.6059973134982926	1054
68068261	1072507	0.6040089219315342	1054
536440	840454	0.6012419778835534	1054
62329923	875869	0.5998936453083852	1054
67582502	1068907	0.5986442603261893	1054
16744376	833460	0.598184325630629	1054
79775986	862594	0.595255766606423	1054
8198424	974318	0.5908547044469042	1054
67204737	930673	0.5855753006543061	1054
67751351	925562	0.5851464363304636	1054
12119896	894780	0.584278219437822	1054
65126194	1094675	0.5820312502624763	1052
70563713	1084329	0.5820577308479942	1054
63264439	937912	0.5787441179875343	1054
8855569	996737	0.578647383154567	1054
